GRUPO,LAB,DESCLAB,MEDICAMENTO,DESCRIÇÃO,CODBARRAS,ESTOQUE,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01
TARJADO,227,GALDERMA                      ,231644,"CLOB-X - 0,5MG SHAMPOO FR 125ML",7897930761162,2,1,2,1,1,1,0,4,1,3,0,0,1,2,3,4,0,4,1,5,5,0,2,1,1,4,1,0,1,1,2,2,2,2,2,0,1,0,2,2,3,4,1,2,1,2,0,1,0,1,0,0,3,2,2,2,3,2,0,0,3
TARJADO,227,GALDERMA                      ,240285,"CLOB-X SPRAY - 0,5MG/G SOL SPR FR X 120ML+APLIC",7897930762619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSICOTROPICO,53,ARROW                         ,239852,CLOMENAC - 10MG CX 30 COMP REV,7898146825181,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,4,2,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0
PSICOTROPICO,53,ARROW                         ,239853,CLOMENAC - 10MG CX 60 COMP REV,7898146825198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,3,0,3,2,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSICOTROPICO,314,MEDLEY                        ,226950,"CLONAZEPAM - 0,5MG CX 30 COMP",7896422514644,0,2,0,0,0,0,1,2,4,0,3,0,2,5,7,0,0,7,4,9,2,0,3,0,4,5,4,3,0,4,5,2,3,2,2,4,8,1,2,0,1,0,3,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0
PSICOTROPICO,466,EMS GENÉRICO                    ,223206,"CLONAZEPAM - 2,5MG FR GTS 20ML",7896004712932,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,6,0,0,2,1,0,1,0,2,2,3,4,4,0,2,1,2,1,1,4,2,0,0,2,4,0,0,0,2,2,0,4,0,0,0,5,3,4,0,5,0,0,6,0
PSICOTROPICO,314,MEDLEY                        ,226952,CLONAZEPAM - 2MG CX 20 COMP,7896422514408,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSICOTROPICO,99,EUROFARMA                     ,227365,CLONAZEPAM - 2MG CX 30 COMP,7891317445232,2,12,12,10,4,0,6,7,3,3,3,8,0,10,17,11,17,22,18,16,26,15,11,11,15,10,11,18,14,20,16,21,14,27,20,21,14,14,5,14,9,13,13,18,7,11,14,18,7,12,13,3,12,11,14,12,11,16,5,5,6
PSICOTROPICO,466,EMS GENÉRICO                    ,228769,CLONAZEPAM - 2MG CX 30 COMP,7896004721828,9,0,1,1,3,4,8,1,5,4,6,3,4,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSICOTROPICO,438,GENERICOS GERMED              ,228547,CLONAZEPAM - 2MG CX 3BL X 10 COMP,7896004721842,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
PSICOTROPICO,266,CRISTALIA                     ,228168,"CLOPAM - 0,5MG CX 20 COMP",7896676408485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GENERICOS,161,SANDOZ                        ,226999,CLOPIDOGREL - 75MG CX 28 COMP REV,7897595605924,28,15,7,8,4,5,6,18,8,10,16,16,8,10,13,11,0,5,8,22,7,9,12,5,9,26,24,18,19,12,24,12,19,3,11,23,10,111,113,104,88,68,77,67,62,39,49,22,19,102,117,138,131,129,84,103,132,123,99,120,104
GENERICOS,99,EUROFARMA                     ,233596,CLOPIDOGREL - 75MG CX 30 COMP REV,7891317496753,31,20,25,23,18,5,20,12,15,14,6,10,18,22,26,12,8,34,26,47,23,25,39,31,26,39,33,33,25,33,24,25,24,31,26,20,32,0,0,0,0,0,0,0,32,42,44,37,33,0,0,0,0,0,0,0,0,0,0,0,0
GENERICOS,30,BIOSINTETICA,233744,CLOPIDOGREL - 75MG CX 30 COMP REV,7896181917410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,4,ACHE                          ,233954,CLOPIN - 75MG CX 30 COMP REV,7896658011924,1,18,19,17,21,8,34,24,29,25,24,19,30,34,38,40,17,36,33,37,33,31,39,23,29,29,33,31,29,33,44,32,36,26,31,35,37,9,10,9,11,11,17,24,12,7,28,20,20,0,0,0,0,0,0,0,0,0,0,6,12
PSICOTROPICO,428,LUNDBECK                      ,218691,CLOPIXOL - 10MG CX 20 COMP,5702157108411,0,2,0,0,0,0,2,1,2,2,0,0,1,0,0,2,0,2,0,0,0,0,0,2,0,4,1,2,4,4,0,0,4,3,2,2,0,4,0,8,3,7,8,4,2,2,4,3,0,4,0,4,2,2,3,0,0,2,4,0,6
PSICOTROPICO,428,LUNDBECK                      ,218692,CLOPIXOL - 25MG CX 20 COMP,5702157108459,0,2,0,0,0,0,0,0,0,2,0,0,2,4,0,4,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,2,1,1,3,0,0,2,0,2,2,4,1,3,2,3,0,0,3,3,5,0,0,0,0,0,4,1,2
PSICOTROPICO,428,LUNDBECK                      ,218693,CLOPIXOL - DEPOT 200MG FR 1ML,5702157109159,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,1,1,1,0,0,2,1,0,2,0,0,2,2,2,0,0,2,0,0,2,0,2,0,0,2,2,0,1,2,0,2,0,0,1,1,1,1,1,0,0,2,1,0,2
TARJADO,492,SANOFI-AVENTIS                ,211851,CLORANA - 25MG CX 30 COMP,7897595901521,9,5,6,1,5,0,3,5,0,2,3,4,1,2,8,4,2,7,5,5,3,5,5,4,6,6,5,8,4,6,7,6,3,8,5,5,4,6,9,6,6,5,7,5,7,7,5,2,12,17,7,17,12,4,19,18,14,8,5,9,7
TARJADO,492,SANOFI-AVENTIS                ,91227,CLORANA - 50MG CX 20 COMP,7897595900722,2,0,1,2,1,0,0,1,0,0,0,1,3,5,6,1,4,4,0,2,2,5,2,1,0,9,2,7,2,4,3,3,7,3,4,2,7,5,6,5,4,3,7,7,4,7,9,7,3,14,10,8,6,9,9,9,5,3,7,5,10
TARJADO,317,ALLERGAN                      ,22926,CLORANFENICOL - SOL OFT COL FR 10ML,7897316801314,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,1,0,0,2,1,0,0,7,0,2,1,0,1,4,0,4,2,4,2,1,3,1,0,0,0,4,0,1,4,2,1,6,0,8,0,2,2,2,2,1,2,1,2
GENERICOS,314,MEDLEY                        ,219915,CLORIDRATO DE METFORMINA - 850MG CX 30 COMP,7896422507950,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0
GENERICOS,466,EMS GENÉRICO                    ,224166,"CLORIDRATO DE OXIMETAZOLINA - 0,50MG SOL NAS FR 30ML",7896004713724,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENERICOS,314,MEDLEY                        ,227062,CLOSTEBOL+SULFATO DE NEOMICINA - 5+5MG CREME DERM BG 30G,7896422515399,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,109,GLENMARK                      ,229297,CLOTRIGEL - 20MG BG+3APLIC,7897473204331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,1,0,2,0,2,0,0,2,1,1,1,1,3,0,0,1,2,2,1,1,1,0
GENERICOS,466,EMS GENÉRICO                    ,211237,CLOTRIMAZOL-10MG CREME BG 20G,7896004718453,1,0,0,1,0,1,0,0,0,0,3,2,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENERICOS,314,MEDLEY                        ,212722,CLOTRIMAZOL-CREME DERM BG 20G,7896422504812,2,0,2,2,0,2,3,3,2,4,2,1,3,4,1,0,0,1,0,2,1,0,0,2,1,2,1,2,2,2,2,1,2,1,1,0,1,1,2,3,2,0,0,0,2,1,1,1,0,0,1,1,3,2,2,2,2,1,1,1,2
PSICOTROPICO,99,EUROFARMA                     ,222040,CLOXAZOLAM - 1MG CX 20 COMP,7891317422073,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,2,4,0,6,0,0,1,0,2,0,0,0,0,2,0,3,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,9,4,7,2,2
PSICOTROPICO,99,EUROFARMA                     ,222041,CLOXAZOLAM - 2MG CX 20 COMP,7891317422080,2,0,1,2,7,1,1,1,2,3,3,0,0,13,6,0,0,0,0,0,0,0,0,1,1,7,0,0,0,4,2,4,6,5,5,7,13,5,3,1,3,1,4,5,4,3,5,0,2,2,1,1,1,2,3,5,4,4,1,2,2
SEM TARJA,10,WYETH CONSUMER                ,206536,CLUSIVOL - FR 240ML COMPOSTO,7891045038515,2,2,2,0,1,0,1,1,1,1,1,0,0,4,2,5,0,1,1,1,4,3,6,2,2,1,3,5,5,8,3,7,4,4,5,3,2,6,11,7,7,6,6,4,6,4,7,8,5,15,8,20,6,15,6,12,9,4,3,7,3
SEM TARJA,173,SOLVAY FARMA                  ,242178,COBAVITAL - 5G ENV PO FR 100ML+DIL,7896255767088,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,1,0,0,0,0,0,0,2,1,1,2,2,1,1,1,1,1,1,1,4,3,2,1,1,1,0,0,3,4,3,1,0,0,0,0,0,0,0,1,0,2,3,0
PSICOTROPICO,319,NOVARTIS                      ,219562,CODATEN - 50+50MG CX 10 COMP,7896261008083,1,0,1,0,2,2,3,1,1,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0
PSICOTROPICO,319,NOVARTIS                      ,217744,CODATEN - 50+50MG CX 20 COMP,7896261006003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3,0,0,2,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,1,1,0,0,2,2,4,2,5,3,1,0,0,1,2,1
PSICOTROPICO,266,CRISTALIA                     ,208521,CODEIN - 30MG CX 30 COMP,7896676400175,14,5,2,13,4,1,6,5,7,6,7,4,4,0,2,2,2,2,6,3,0,0,2,4,1,1,2,1,1,1,4,1,3,2,2,0,0,0,1,1,2,2,2,7,4,0,3,2,0,7,8,5,10,7,6,7,0,4,0,2,4
PSICOTROPICO,180,UNIAO QUIMICA                 ,216909,CODEX - 30MG CX 12 COMP,7896006212577,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,8,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,10,0,3,2,3,2,0,0,3
TARJADO,12,APSEN                         ,228353,"COLCHIS - 0,5MG CX 30 COMP",7896637024358,5,4,4,9,2,3,4,6,5,8,6,5,10,5,0,7,1,7,3,9,2,2,7,2,2,7,6,8,5,6,6,3,2,2,2,6,1,8,1,8,2,6,4,4,2,5,6,4,0,6,12,3,11,7,8,3,6,5,4,9,5
TARJADO,12,APSEN                         ,227425,COLCHIS - 1MG CX 30 COMP,7896637024365,0,2,1,1,0,0,0,0,0,0,0,0,0,3,3,3,2,5,2,1,2,2,0,1,1,3,0,1,2,2,1,2,2,1,1,1,2,2,5,1,4,4,5,2,4,2,5,2,3,3,4,5,3,2,3,5,4,5,3,5,3
SEM TARJA,492,SANOFI-AVENTIS                ,26000,"COLIRIO MOURA BRASIL - 0,15+0,3MG SOL OFT FR 20ML",7891058020316,13,9,7,8,8,2,11,7,8,11,6,5,16,6,11,10,0,9,10,8,9,14,10,8,9,10,12,13,6,17,10,9,12,11,10,17,11,7,18,11,2,25,12,16,16,4,9,16,20,17,10,16,15,6,10,17,17,8,14,10,13
TARJADO,308,ARESE                   ,207309,COLPIST MT - CREME BG 40G+10APLIC,7896317900316,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,12,20,6,2,4,0,4,0,0,0,3,1
TARJADO,4,ACHE                          ,206106,"COLPISTATIN - 62,5+1,25MG+25MUI CREME VAG BG 40G+10APLIC",7896658000805,3,0,1,4,2,1,5,5,5,2,0,1,2,1,2,0,0,0,1,2,2,1,2,2,1,3,3,1,5,2,3,1,6,0,2,2,5,10,4,3,4,4,3,4,1,4,3,5,2,4,6,8,4,16,8,12,5,4,5,9,5
TARJADO,500,TEVA                          ,237872,COLPOTROFINE - 10MG CREME VAG BG 30G+APLIC,7898919603176,1,6,5,11,3,1,5,2,5,3,4,7,4,12,12,15,7,16,12,14,10,13,10,5,6,10,14,10,10,13,12,15,11,15,13,9,18,12,12,18,13,10,8,7,7,18,7,11,11,0,0,0,0,0,0,0,14,9,11,18,12
TARJADO,500,TEVA                          ,237871,COLPOTROFINE - 10MG CX 20 CAP,7898919603152,3,2,5,3,1,1,3,2,2,2,2,1,3,5,6,7,4,5,2,6,3,7,3,5,2,8,7,6,7,12,7,3,11,5,6,3,3,10,5,0,7,7,8,10,10,5,5,10,8,0,0,0,0,0,0,0,10,10,5,13,11
INJETAVEL,492,SANOFI-AVENTIS                ,26280,COLTRAX - 2MG SOL INJ CX 3AMP X 2ML,7896185924513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEM TARJA,492,SANOFI-AVENTIS                ,209212,COLTRAX - 4MG CX 20 COMP,7891058006334,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,0,0,0,0,2,2,1,2,3,1,2,0,2,3,1,1,0,1,1,4,2,0,2,0,2,1,2,0,1,2,6,2,3,2,0,1,2,1,1,3,2
TARJADO,317,ALLERGAN                      ,227150,COMBIGAN - FR 10ML,7897316804780,0,0,0,2,0,0,0,2,0,1,1,0,2,3,2,3,2,3,2,2,4,2,0,1,0,1,3,2,1,2,2,3,4,4,3,3,3,3,3,6,4,5,5,2,3,4,2,1,5,2,5,4,10,4,8,5,6,8,10,4,6
TARJADO,317,ALLERGAN                      ,221793,COMBIGAN - FR 5ML,7897316804926,2,0,0,0,5,2,0,2,1,4,1,0,2,0,2,2,0,2,1,3,2,3,2,2,2,1,2,1,2,2,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,2,1,3,4,2,3,4,4,2,1,1,3,2,1
TARJADO,4,ACHE                          ,229524,COMBIRON - SUS OR FR 120ML+CM X10ML,7896658007255,2,0,2,0,0,0,0,0,0,1,1,1,2,3,2,1,0,2,0,0,0,0,1,1,1,3,1,0,0,1,1,0,2,2,1,3,1,1,1,1,1,0,1,1,0,1,1,2,0,0,1,4,0,3,0,2,4,0,1,1,1
TARJADO,4,ACHE                          ,229525,COMBIRON - SUS OR FR 30ML+CGT,7896658007286,1,0,0,2,0,0,0,0,1,1,1,2,0,0,1,1,1,1,2,2,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,2,3,3,0,0,1,1,2,0,0,0,0,0,1,0,1,2,2,1,1,4,2,0
TARJADO,4,ACHE                          ,226934,COMBIRON FOLICO - CX 45 COMP REV,7896658003653,1,5,5,6,6,0,3,6,3,1,3,4,2,10,5,4,0,12,8,4,6,4,4,5,5,10,5,1,11,12,5,7,5,7,6,5,9,10,7,7,5,10,12,4,5,8,4,7,6,11,14,17,6,5,6,6,12,4,9,7,7
TARJADO,83,GLAXOSMITHKLINE               ,237330,"COMBODART - 0,5+0,4MG CX 30 CAP GEL",7896015523398,27,15,15,18,14,5,15,17,11,14,13,12,15,23,21,16,6,18,22,16,21,28,18,12,12,16,20,33,28,33,26,35,38,36,36,21,28,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,136,SIGMA PHARMA                  ,233759,"CONCARDIO - 2,5MG CX 30 COMP REV",7894916508506,1,3,1,2,5,2,5,5,4,2,1,5,4,6,1,3,0,4,2,5,4,6,1,4,4,1,0,3,7,2,4,5,4,1,3,3,3,0,0,0,0,2,0,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,136,SIGMA PHARMA                  ,233760,"CONCARDIO - 5,0MG CX 30 COMP REV",7894916508513,2,2,0,0,2,0,2,0,2,1,0,1,1,5,6,4,6,2,1,4,1,2,3,1,3,0,1,0,0,0,0,4,4,5,4,1,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSICOTROPICO,105,JANSSEN-CILAG                 ,218317,CONCERTA - 18MG FR 30 COMP,7896212420100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,5,2,1,3,2,2,1,1,0,0,0
TARJADO,126,MERCK                         ,221916,"CONCOR - 1,25MG CX 28 COMP REV",7891721070600,3,0,2,3,1,1,5,1,3,0,0,1,1,0,0,1,0,2,2,4,3,0,1,0,0,2,4,2,1,2,2,2,0,1,1,1,0,5,5,7,6,3,6,2,4,6,3,1,2,7,7,9,7,7,3,10,5,8,5,6,4
TARJADO,126,MERCK                         ,221919,CONCOR - 10MG CX 28 COMP REV,7891721070914,2,2,1,4,3,1,6,6,4,10,3,4,2,2,1,3,0,4,1,3,5,3,1,0,3,6,3,4,4,3,1,3,2,1,2,4,3,3,2,5,5,3,3,3,3,3,2,4,1,5,3,3,3,2,4,3,3,3,3,2,3
TARJADO,126,MERCK                         ,221917,"CONCOR - 2,5MG CX 28 COMP REV",7891721070655,11,11,6,6,9,3,12,9,8,12,13,14,12,18,13,19,9,11,15,24,19,18,16,6,15,8,10,23,10,8,15,16,21,14,17,13,14,12,12,16,11,11,18,9,9,9,7,8,15,12,15,15,19,20,20,19,16,20,23,12,8
TARJADO,126,MERCK                         ,221918,CONCOR - 5MG CX 28 COMP REV,7891721070785,10,11,13,13,16,11,11,14,17,14,24,13,15,18,21,14,4,17,14,16,21,18,13,14,18,15,11,11,20,17,13,22,17,19,19,23,20,13,8,19,11,10,20,10,9,10,9,12,9,12,9,13,7,13,10,11,15,12,13,16,12
TARJADO,126,MERCK                         ,234390,CONCOR HCT - 10+25MG CX 30 COMP,7891721026676,9,5,6,2,7,5,6,9,12,7,5,3,5,4,7,3,5,0,9,4,12,7,6,7,5,1,2,0,4,1,1,0,2,2,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,126,MERCK                         ,234389,"CONCOR HCT - 5+12,5MG CX 30 COMP",7891721026706,9,11,11,15,9,4,12,8,13,7,14,4,10,17,16,5,6,10,12,13,14,11,15,10,13,8,9,3,6,7,10,9,17,10,12,11,17,0,0,0,0,0,0,0,1,1,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,331,ZODIAC                        ,237167,"CONDROFLEX - 1,5+1,2G PO OR CX 30 SACHES X 4,135G",7892953000328,8,17,29,23,18,11,16,20,21,16,1,15,6,18,14,22,4,29,21,33,37,28,27,25,22,11,15,17,9,16,12,11,12,10,11,16,21,4,8,5,10,4,7,2,8,3,11,12,16,10,17,12,17,16,9,14,7,10,6,11,5
TARJADO,331,ZODIAC                        ,237169,CONDROFLEX - 500+400MG CX 40 CAP,7892953001516,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,2,1,0,2,0,1,1,3,2,0,2,0,1,2,1,1,1
TARJADO,331,ZODIAC                        ,237172,CONDROFLEX - 500+400MG CX 60 CAP,7892953000694,3,4,0,1,6,1,4,0,4,5,8,6,1,6,1,2,0,5,1,5,6,3,0,1,2,1,0,0,1,2,1,3,1,5,3,3,3,1,2,0,2,2,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,1,2,1
SEM TARJA,71,FARMASA                       ,224746,CONMEL (FRAÇÃO) - 500MG CX 25BL X 4 COMP,7897322704999,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,7,3,2,3,6,4,0,0,1,0,10,4,2,6,5,3,8,0,3,3,0,6,4,3,8,3,8,10,5,5,8,0,6,5,9,5,6,14,2,7,7,9,5,6,4,7
SEM TARJA,163,BIOLAB SANUS                  ,213601,CONTRACTUBEX  - GEL 20 G,7896112448440,10,5,6,1,1,0,3,3,7,5,1,2,3,7,9,2,1,7,7,6,6,8,7,3,6,4,2,4,3,5,4,4,4,8,5,11,8,4,5,5,6,6,3,3,7,1,3,6,1,4,8,6,6,5,1,5,9,4,10,5,3
SEM TARJA,126,MERCK                         ,233754,CORABION HC - 1100MG CX 60 CAP,7891721026751,1,0,1,1,1,1,1,5,1,0,0,0,0,2,1,4,1,1,3,4,3,3,1,0,1,4,6,6,7,4,6,5,9,4,6,1,4,0,2,1,2,3,2,1,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1
TARJADO,30,BIOSINTETICA,229630,"CORDAREX - 2,5MG CX 30 COMP",7896181901631,1,2,3,2,3,1,3,4,1,3,5,1,2,3,1,4,2,2,6,4,1,5,5,2,1,1,2,3,1,1,1,5,5,8,6,9,1,1,1,2,2,2,1,2,1,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0
TARJADO,30,BIOSINTETICA,229631,"CORDAREX - 5,0MG CX 30 COMP",7896181901747,2,7,4,2,1,2,3,1,2,4,4,2,2,4,3,3,0,8,4,5,5,7,1,2,4,2,4,7,7,8,7,6,6,7,6,6,5,2,5,2,4,1,5,6,7,5,7,7,10,1,1,1,2,2,3,4,2,5,5,2,2
SEM TARJA,457,GLAXOSMITHKLINE - DIV OTC     ,229052,COREGA - PO 22G,7896015519636,8,2,5,2,0,1,3,4,0,2,1,4,0,0,3,2,3,4,5,3,1,6,3,3,1,7,2,2,2,4,3,3,5,5,4,0,3,1,3,4,5,2,8,4,4,5,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0
SEM TARJA,457,GLAXOSMITHKLINE - DIV OTC     ,239625,COREGA - PO FIXADOR 50G,7896015528706,0,2,2,0,1,0,0,0,0,0,0,0,0,1,3,0,1,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEM TARJA,457,GLAXOSMITHKLINE - DIV OTC     ,235363,COREGA - ULTRA CREME 19G,7896015526252,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,1,2,1,2,2,1,0,3,1,3,2,2,2,1,3,2,3,2,0,0,0,0,0,0,0,0,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
SEM TARJA,457,GLAXOSMITHKLINE - DIV OTC     ,221348,COREGA - ULTRA CREME MENTA 40 GR,7896009400148,8,1,2,1,4,1,2,1,0,2,1,1,1,4,4,2,2,3,2,2,1,0,1,3,3,2,2,1,4,1,3,2,3,3,2,2,2,2,5,1,4,5,5,4,1,2,4,2,4,10,9,10,4,3,6,2,6,4,5,6,4
SEM TARJA,457,GLAXOSMITHKLINE - DIV OTC     ,221349,COREGA - ULTRA CREME S/SABOR 40 GR,7896009490651,2,2,1,0,0,0,1,0,0,1,1,2,2,1,2,0,3,1,3,4,2,1,0,3,6,1,1,1,3,8,1,5,1,0,2,3,4,8,7,11,11,5,7,12,1,10,9,3,1,13,12,21,6,17,10,19,22,12,14,15,9
SEM TARJA,457,GLAXOSMITHKLINE - DIV OTC     ,97721,COREGA - ULTRA PO 22G,7896009490675,5,8,2,6,3,3,3,0,0,0,3,3,3,9,7,11,4,11,10,7,8,9,9,6,8,7,9,6,10,8,9,7,9,7,7,7,8,5,5,5,3,5,7,3,8,2,2,5,3,5,6,6,5,7,7,6,6,8,5,6,5
SEM TARJA,457,GLAXOSMITHKLINE - DIV OTC     ,235364,COREGA CR S/SABOR LV 68GR PG 50GR - ULTRA CREME 68G,7896015525804,7,8,9,9,3,3,4,4,5,5,7,5,4,3,9,7,6,8,8,10,6,11,11,7,3,9,6,10,8,5,9,6,9,10,8,6,11,0,0,0,0,0,0,2,3,3,5,10,7,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,127,MERCK SHARP                   ,154029,CO-RENITEC - 10+25MG CX 30 COMP,7897337705912,1,2,2,1,1,1,1,1,1,2,1,1,1,1,4,1,1,3,1,1,2,2,2,1,1,5,5,6,2,5,4,4,4,3,3,3,4,2,7,6,2,0,3,5,6,3,4,2,5,5,5,8,8,7,4,4,11,0,4,5,7
TARJADO,127,MERCK SHARP                   ,24813,"CO-RENITEC - 20+12,5MG CX 30 COMP",7897337705905,4,8,8,3,6,1,0,8,1,2,1,1,3,11,7,11,1,11,10,6,12,7,8,7,5,6,4,7,6,10,5,5,6,9,6,10,9,10,8,7,8,5,5,6,7,7,5,7,3,14,19,18,18,13,13,17,13,7,10,18,5
